video_name,cause_text,emotion_text,timestamp_range
33-018.mp4,My boss told me it was just plain wrong.,That's a great joke.,"00:13:16,500 --> 00:13:23,500"
33-019.mp4,"A grasshopper walks into a bar and the bartender says, Hey, we've got a drink named after you.","A grasshopper says, you got a drink named Steve?","00:13:31,500 --> 00:13:40,500"
33-020.mp4,"Oh, yeah.",It was the delivery.,"00:13:45,500 --> 00:13:47,500"
33-021.mp4,Happy Father's Day.,"Oh, my fucking God.","00:14:12,500 --> 00:14:16,500"
33-022.mp4,What?,Happy Father's Day.,"00:14:11,500 --> 00:14:13,500"
33-023.mp4,You were really good.,"Oh, my God.","00:15:11,500 --> 00:15:19,500"
33-024.mp4,He's so cute.,"Oh, okay.","00:16:00,940 --> 00:16:03,279"
33-025.mp4,A creepy crawly.,Oh!,"00:17:02,460 --> 00:17:05,460"
33-026.mp4,You're up for joke to me.,You did it.,"00:18:06,460 --> 00:18:09,460"
33-027.mp4,"So Mickey Mouse gets a call from his lawyer. That tells him, Mickey, I'm sorry, you can't divorce Minnie just because she's funny.",I said she was fucking goofy.,"00:18:56,460 --> 00:19:09,460"
33-028.mp4,I said she was fucking goofy.,No!,"00:19:07,460 --> 00:19:10,460"
33-029.mp4,Does that have to laugh at that boy?,I love that boy.,"00:19:10,460 --> 00:19:15,460"
33-030.mp4,That's a great joke.,Why are there no pharmacies in Africa?,"00:19:50,460 --> 00:19:54,460"
34-001.mp4,"Alright, I'll see your chicken joke.",Yay!,"00:01:30,000 --> 00:01:34,000"
34-002.mp4,"Alright, I'll see your chicken joke.",Yay!,"00:01:30,000 --> 00:01:34,000"
34-003.mp4,I brought my other chocolate blasts too.,So did I.,"00:03:03,000 --> 00:03:07,000"
34-004.mp4,So did I.,This is fun.,"00:03:05,000 --> 00:03:11,000"
34-005.mp4,You refuse too. I refuse to laugh at that.,"Oh, fuck it!","00:04:01,000 --> 00:04:09,000"
34-006.mp4,It's not bad.,Woohoo!,"00:04:13,000 --> 00:04:17,000"
34-007.mp4,It's not bad.,Woohoo!,"00:04:15,000 --> 00:04:19,000"
34-008.mp4,Take it up here.,Yeah!,"00:05:43,000 --> 00:05:47,000"
34-009.mp4,Yeah!,Woo!,"00:05:45,000 --> 00:05:49,000"
34-010.mp4,She gave me a wool hand job.,"Oh, my God.","00:06:13,000 --> 00:06:17,000"
34-011.mp4,It's over for us.,Woo!,"00:06:25,000 --> 00:06:29,000"
34-012.mp4,What?,"I laughed, I laughed.","00:08:15,000 --> 00:08:19,000"
34-013.mp4,Here you are.,"What? I laughed, I laughed.","00:08:15,000 --> 00:08:19,000"
34-014.mp4,"when I take a shot, she takes a shot.",That's fun.,"00:09:55,000 --> 00:09:59,000"
34-015.mp4,"when I take a shot, she takes a shot.",That's fun.,"00:09:53,000 --> 00:09:57,000"
34-016.mp4,I come from the land down under.,I feel like I do those layers better than those trillion people.,"00:10:51,000 --> 00:10:55,000"
34-017.mp4,He's bucking bananas.,They love that.,"00:12:05,000 --> 00:12:11,000"
34-018.mp4,That's good.,He loved it.,"00:12:15,000 --> 00:12:19,000"
34-019.mp4,Drink every time.,I love this.,"00:12:23,000 --> 00:12:27,000"
34-020.mp4,I love this.,I love this.,"00:12:25,000 --> 00:12:29,000"
34-021.mp4,She's a friend of mine.,Yeah!,"00:13:55,000 --> 00:13:59,000"
34-022.mp4,You're on the team.,What did this idol film star have for lunch?,"00:14:01,000 --> 00:14:05,000"
34-023.mp4,Five guys.,There's two different girls!,"00:14:06,000 --> 00:14:12,000"
34-024.mp4,There's two different girls!,Oh!,"00:14:08,000 --> 00:14:14,000"
34-025.mp4,Oh!,Yeah!,"00:14:12,000 --> 00:14:16,000"
34-026.mp4,It won.,Yeah!,"00:14:20,000 --> 00:14:24,000"
34-027.mp4,You're on the team.,What did this idol film star have for lunch?,"00:14:01,000 --> 00:14:05,000"
34-028.mp4,It won.,Yeah!,"00:14:20,000 --> 00:14:24,000"
34-029.mp4,He's on the team.,Yeah!,"00:14:36,000 --> 00:14:44,000"
34-030.mp4,Oh I love you man.,I have a chance at my mom.,"00:14:54,000 --> 00:14:58,000"
34-031.mp4,I have a chance at my mom.,Woo!,"00:14:56,000 --> 00:15:00,000"
34-032.mp4,I have a chance at my mom.,Woo!,"00:14:56,000 --> 00:15:00,000"
34-033.mp4,At least you know the thumb man.,Woo!,"00:15:06,000 --> 00:15:10,000"
35-001.mp4,We've got something very special for you.,Let's go!,"00:00:25,000 --> 00:00:57,500"
35-002.mp4,I've actually booked a helicopter ride through the Grand Canyon.,"Yeah, yeah.","00:02:41,500 --> 00:02:46,500"
35-003.mp4,Peyton's been talking about how she's brought all these jokes today.,I'm very excited to hear these.,"00:03:52,500 --> 00:03:56,500"
35-004.mp4,Peyton's been talking about how she's brought all these jokes today.,So I'm very excited to hear these.,"00:03:48,500 --> 00:03:54,500"
35-005.mp4,You're a good girl.,Yeah.,"00:04:46,500 --> 00:04:50,500"
35-006.mp4,Timmy got Matt debut.,Wow.,"00:07:12,500 --> 00:07:16,500"
35-007.mp4,It was great.,It was awesome.,"00:08:22,500 --> 00:08:28,500"
35-008.mp4,I did that.,That's a great thing.,"00:08:52,500 --> 00:08:56,500"
35-009.mp4,"In Australia, we just call them Indians.","Oh, my gosh.","00:11:33,299 --> 00:11:45,100"
35-010.mp4,"Oh, he got me staring down.",That was a great joke.,"00:11:48,100 --> 00:11:51,100"
35-011.mp4,"Good one, Ian.",I like that one.,"00:12:06,299 --> 00:12:08,299"
35-012.mp4,"Ah, I like it.",I love Americans.,"00:12:25,099 --> 00:12:30,099"
35-013.mp4,"That was a great, great.",I'm so good.,"00:13:39,299 --> 00:13:42,299"
35-014.mp4,An ukulele.,That's so good.,"00:13:54,299 --> 00:14:01,299"
35-015.mp4,"OK, what do you call an atomic bomb in Hawaii?",That's so good.,"00:13:50,299 --> 00:14:01,299"
35-016.mp4,I haven't seen that much wasted muscle since I looked at Michael J. Fox.,Oh!,"00:14:24,299 --> 00:14:34,299"
35-017.mp4,Because he only got 50% of the chip.,"Hey, you know what I love?","00:14:50,299 --> 00:14:58,299"
35-018.mp4,They're so cute.,I love foxes.,"00:14:37,299 --> 00:14:40,299"
35-019.mp4,They're pussy knocked me out.,Get it!,"00:17:14,299 --> 00:17:28,299"
35-020.mp4,They're pussy knocked me out.,Get it!,"00:17:14,299 --> 00:17:28,299"
35-021.mp4,Because they have a history of separating colors.,"Oh, yeah.","00:18:10,299 --> 00:18:16,299"
35-022.mp4,I've never watched a funny game of hungry hippos.,"Oh, my God.","00:19:00,299 --> 00:19:04,299"
35-023.mp4,"Uh, George Washington, that probably had wooden teeth, which made it really hard when he ate the beaver.","Dude, that was fine.","00:20:41,299 --> 00:20:55,299"
36-001.mp4,A zebra.,That's super close.,"00:01:00,320 --> 00:01:04,319"
36-002.mp4,"As she died, she kept telling us to be positive.",Oh my god.,"00:03:50,319 --> 00:03:59,319"
36-003.mp4,"As she died, she kept telling us to be positive.",Oh my god.,"00:03:50,319 --> 00:03:59,319"
36-004.mp4,And Henry has two big pairs of hairy balls.,It was the two pairs for me.,"00:05:44,319 --> 00:06:02,319"
36-005.mp4,"Now, did you hear Princess Diana was on the radio the other day?","Oh, nice.","00:06:22,319 --> 00:06:27,319"
36-006.mp4,And the dashboard and the windscreen.,That was good.,"00:06:27,319 --> 00:06:40,319"
36-007.mp4,A redneck walked into a protest and immediately got called a racist.,That was good.,"00:06:44,319 --> 00:07:02,319"
36-008.mp4,"Now, did you hear Princess Diana was on the radio the other day?","Oh, nice.","00:06:22,319 --> 00:06:27,319"
36-009.mp4,That was a good one.,I ran that one.,"00:09:54,320 --> 00:09:59,320"
36-010.mp4,That was a good one.,I ran that one.,"00:09:54,320 --> 00:09:59,320"
36-011.mp4,This is the best episode ever.,"I was like, wow.","00:11:29,320 --> 00:13:06,320"
36-012.mp4,"And a friend said, hey, that's actually her number.",29.,"00:13:06,320 --> 00:13:14,320"
36-013.mp4,"Yes, what do you call a Mexican baptism?",A baptism.,"00:13:10,320 --> 00:13:15,320"
36-015.mp4,We're all bitch.,Woo!,"00:14:37,320 --> 00:14:40,320"
37-001.mp4,I got her.,I've won!,"00:00:23,000 --> 00:00:27,000"
37-002.mp4,Matt wins.,Yeah!,"00:00:33,000 --> 00:00:38,000"
37-003.mp4,Mini golf.,Cute.,"00:01:13,000 --> 00:01:15,000"
37-004.mp4,None of them are straight.,Yeah.,"00:03:04,919 --> 00:03:07,919"
37-005.mp4,None of them are straight.,I like that one.,"00:03:04,919 --> 00:03:11,919"
37-006.mp4,Megabytes.,"Yeah, nice.","00:03:47,919 --> 00:03:49,919"
37-007.mp4,Megabytes.,"Yeah, nice.","00:03:47,919 --> 00:03:49,919"
37-008.mp4,Also get yourself four months for free.,Yee!,"00:04:26,920 --> 00:04:36,920"
37-009.mp4,"Oh, that's...","Oh, my God.","00:05:09,920 --> 00:05:13,920"
37-010.mp4,Because it was a bono.,I love bono stuff.,"00:05:00,920 --> 00:05:03,920"
37-011.mp4,"Oh, that's...",That's so good.,"00:05:09,920 --> 00:05:14,920"
37-012.mp4,"Yep. Cool. So I got kicked out of the hospital one time. Apparently, the sign for Stroke patients here meant something totally different.","Hi, that was a good one.","00:06:28,920 --> 00:06:42,920"
37-013.mp4,"To get that one, she's jerking them off. Yeah, I get it. Never done it, but I get it.",Hahahaha!,"00:06:42,920 --> 00:06:51,620"
37-014.mp4,"Anel sex is a lot like Brussels sprouts. If you had it as a child, you weren't like it as an adult.",Hahahaha!,"00:06:56,520 --> 00:07:00,620"
37-015.mp4,You reload.,Oh!,"00:07:27,420 --> 00:07:30,920"
37-016.mp4,You reload.,Hahahaha!,"00:07:27,420 --> 00:07:31,920"
37-017.mp4,You reload.,Oh!,"00:07:27,420 --> 00:07:30,920"
37-018.mp4,You reload.,Hahahaha!,"00:07:27,420 --> 00:07:31,920"
37-019.mp4,You reload.,Yes!,"00:07:27,420 --> 00:07:33,920"
37-020.mp4,A butt load.,Hahahaha!,"00:07:58,120 --> 00:08:02,120"
37-021.mp4,High as fuck!,Hahahaha!,"00:08:10,120 --> 00:08:13,120"
37-022.mp4,High as fuck!,Hahahaha!,"00:08:10,120 --> 00:08:13,120"
37-023.mp4,And there's just something about the way she was counting the birds.,Yes!,"00:10:34,120 --> 00:10:48,120"
37-024.mp4,And there's just something about the way she was counting the birds.,Yes!,"00:10:34,120 --> 00:10:50,120"
37-025.mp4,And there's just something about the way she was counting the birds.,Yes!,"00:10:34,120 --> 00:10:52,120"
37-026.mp4,And there's just something about the way she was counting the birds.,Yes!,"00:10:34,120 --> 00:10:56,120"
37-027.mp4,I got you one ready.,"Oh, thank you.","00:11:12,120 --> 00:11:15,120"
37-028.mp4,where she is on her period?,Oh my god!,"00:14:45,120 --> 00:15:00,120"
37-029.mp4,That wins!,Wow!,"00:15:12,120 --> 00:15:18,120"
37-030.mp4,That was such a good joke!,"Yeah, that last joke is definitely worth more than one point.","00:15:23,120 --> 00:15:30,120"
37-031.mp4,That was such a good joke!,"Yeah, that last joke is definitely worth more than one point.","00:15:23,120 --> 00:15:30,120"
38-001.mp4,"Oh, that's great.","I'm back, baby.","00:02:54,680 --> 00:03:14,680"
38-002.mp4,"Oh, that's great.",It was just good.,"00:02:54,680 --> 00:03:09,680"
38-003.mp4,An LGBTQ.,It was just good.,"00:03:03,680 --> 00:03:09,680"
38-004.mp4,It just looks like my film.,Oh my god!,"00:04:03,680 --> 00:04:09,680"
38-005.mp4,Because you can get an extra four months for free using the link in the description below.,"Oh, use the QR code.","00:05:09,680 --> 00:05:15,680"
38-006.mp4,"No, that was good, that was funny, I like that.",What do you call a low budget terrorist attack?,"00:07:29,680 --> 00:07:39,680"
38-007.mp4,"Dude, you've done like 100 miles of me.",I'm so happy with these.,"00:11:12,679 --> 00:11:16,679"
38-008.mp4,"Dude, you've done like 100 miles of me.",I'm so happy with these.,"00:11:12,679 --> 00:11:16,679"
38-009.mp4,"That's not funny, I respect Asians.",That's funny!,"00:12:00,679 --> 00:12:03,679"
38-010.mp4,Is it you made me laugh from just being a dumb...,This is f***ing the X!,"00:12:41,679 --> 00:12:45,679"
38-011.mp4,Is it you made me laugh from just being a dumb...,This is f***ing the X!,"00:12:41,679 --> 00:12:45,679"
39-001.mp4,Good afternoon good morning good morning good afternoon good morning Matthew. How are you good morning?,"Yes, I am very good. I'm so excited. Yeah, I'm very good. I'm very very good. I'm excited. I'm nervous. I'm horny","00:00:28,280 --> 00:00:40,520"
39-002.mp4,That was really good. Thank you. That was really good. Mm-hmm. That was really good,Happy days cheers,"00:03:42,439 --> 00:04:19,439"
39-003.mp4,Here we go,Damn it all right,"00:03:21,240 --> 00:03:25,960"
39-004.mp4,Damn it all right,It's gonna be a very good day today,"00:03:23,960 --> 00:03:27,960"
39-005.mp4,That was really good. Thank you. That was really good. Mm-hmm. That was really good,Happy days cheers,"00:03:42,439 --> 00:04:19,439"
39-006.mp4,Here we go. Ready. Mm-hmm talking about circumcision. How do you circumcise a burden?,"Kick his sister in the jump fucking hell yeah, yeah, I think we're not new to this","00:06:19,079 --> 00:06:28,719"
39-007.mp4,"Kick his sister in the jump fucking hell yeah, yeah, I think we're not new to this","Wow, can I get it? Let me do it. I got it","00:06:24,439 --> 00:06:35,000"
39-008.mp4,Yeah?,That's so fun.,"00:11:04,200 --> 00:11:10,200"
39-009.mp4,"I'm just looking at...oh man, it was such a good time.",Yeah!,"00:11:22,200 --> 00:11:28,200"
39-010.mp4,"I'm just looking at...oh man, it was such a good time.",Yeah!,"00:11:22,200 --> 00:11:28,200"
39-011.mp4,"Oh, this is good shit!","Oh, that one tastes like medicine.","00:11:48,200 --> 00:12:00,200"
39-012.mp4,Because that was funny.,I didn't say it coming.,"00:12:42,200 --> 00:12:46,200"
39-013.mp4,Don't do a snake attack on me.,Because that was funny.,"00:12:40,200 --> 00:12:44,200"
39-014.mp4,Then why didn't you get me in this area?,"This is so much fun, dude.","00:13:42,200 --> 00:13:46,200"
39-015.mp4,I win 13.,Huh!,"00:14:46,200 --> 00:15:04,200"
39-016.mp4,He has old hobbits die hard.,Thank you.,"00:15:58,200 --> 00:16:04,200"
39-017.mp4,Thank you.,Thank you.,"00:16:02,200 --> 00:16:06,200"
39-018.mp4,I got two from two.,You sat on there.,"00:16:20,200 --> 00:16:24,200"
39-019.mp4,Congratulations.,Yeah!,"00:16:06,200 --> 00:16:10,200"
40-001.mp4,for his new role as a tribal warrior.,Yeah!,"00:00:06,560 --> 00:00:12,599"
40-002.mp4,What do you call the wife of the hippie?,Mississippi.,"00:01:21,759 --> 00:01:27,760"
40-003.mp4,What do you call the wife of the hippie?,I laughed for that a bit.,"00:01:21,759 --> 00:01:31,760"
40-004.mp4,What do you call the wife of the hippie?,I laughed for that one like 2am last night.,"00:01:21,759 --> 00:01:33,760"
40-005.mp4,"But now, with the performance package, 5.0 Ultra, everything's changed.",Wow.,"00:03:54,759 --> 00:04:03,759"
40-006.mp4,We did it.,Ooh.,"00:05:01,759 --> 00:05:20,759"
40-007.mp4,We did it.,Ooh.,"00:05:01,759 --> 00:05:21,759"
40-008.mp4,A virgin mobile.,I really like that.,"00:07:33,759 --> 00:07:40,759"
40-009.mp4,What do you get if someone comes in your eye?,"Good, Dom.","00:13:47,759 --> 00:13:51,759"
41-001.mp4,Because he had low alpha steam.,Oh!,"00:01:22,480 --> 00:01:26,480"
41-002.mp4,Because he had low alpha steam.,Oh!,"00:01:22,480 --> 00:01:26,480"
41-003.mp4,Because they were missled toly.,Mmm.,"00:02:05,480 --> 00:02:08,480"
41-004.mp4,What do you call an elf wearing earmuffs?,A c*****.,"00:03:07,479 --> 00:03:13,479"
41-005.mp4,What's the difference between a priest and Woody from Toy Story?,Woody goes limp with a child into the room.,"00:03:22,479 --> 00:03:33,479"
41-006.mp4,Woody goes limp with a child into the room.,"Ah, ha, ha, ha.","00:03:30,479 --> 00:03:39,479"
41-007.mp4,What do you call an elf wearing earmuffs?,A c*****.,"00:03:07,479 --> 00:03:13,479"
41-008.mp4,What's the difference between a priest and Woody from Toy Story?,"Ah, ha, ha, ha.","00:03:22,479 --> 00:03:39,479"
41-009.mp4,Because it's been good looking good.,Oh my god.,"00:05:07,480 --> 00:05:13,480"
41-010.mp4,Oh my god.,"Yes, that is good.","00:06:40,480 --> 00:06:44,480"
41-011.mp4,Neil Armstrong walked on the moon and Michael Jackson had sex with children.,I can't look at you.,"00:07:15,480 --> 00:07:27,480"
41-012.mp4,Because two wongs don't make a white.,"Oh, that's so good.","00:08:52,480 --> 00:09:02,480"
41-013.mp4,Because they have no one to call daddy.,That's a really good joke.,"00:08:02,480 --> 00:08:12,480"
41-014.mp4,Because two wongs don't make a white.,"Oh, that's so good.","00:08:52,480 --> 00:09:02,480"
41-015.mp4,"I eat mop, who?",That's great.,"00:13:42,480 --> 00:13:45,480"
41-016.mp4,"I said, I don't even know he played cricket.",That's that one.,"00:14:18,480 --> 00:14:26,480"
41-017.mp4,I heard that one.,That's great.,"00:14:21,480 --> 00:14:31,480"
41-018.mp4,"My girlfriend asked me, have you seen the dog bowl?","I said, I don't even know he played cricket.","00:14:14,480 --> 00:14:21,480"
41-019.mp4,"I said, I don't even know he played cricket.",That's great.,"00:14:18,480 --> 00:14:31,480"
41-020.mp4,Why can't Stevie Wonder see his mates?,Till his blind.,"00:15:00,480 --> 00:15:09,480"
41-021.mp4,They're both leaking trans food.,Oh my god.,"00:16:19,480 --> 00:16:26,480"
41-022.mp4,That's great.,I also loved it.,"00:15:49,480 --> 00:15:55,480"
41-023.mp4,Because he only comes once a year.,Wow.,"00:18:51,480 --> 00:19:08,480"
41-024.mp4,So I just came in my pants.,That's really great.,"00:19:24,480 --> 00:19:33,480"
41-025.mp4,Because they're veteran Aryans.,I get a very...,"00:19:57,480 --> 00:20:08,480"
41-026.mp4,So I just came in my pants.,That's really great.,"00:19:24,480 --> 00:19:33,480"
41-027.mp4,Why are retired Nazis so good with animals?,Because they're veteran Aryans.,"00:19:52,480 --> 00:20:02,480"
41-028.mp4,Because she can wash her crack and reuse it.,"I love it, no one's laughing at everyone's clifing.","00:21:11,480 --> 00:21:21,480"
41-029.mp4,I hate that I love that.,We love you guys.,"00:21:57,480 --> 00:22:09,480"
41-030.mp4,11 or 8.,I won.,"00:22:30,480 --> 00:22:36,480"
42-001.mp4,I am good.,You're good? I'm great.,"00:00:25,000 --> 00:00:28,000"
42-002.mp4,I see it was jacking him.,"Yeah, sick.","00:02:12,000 --> 00:02:17,439"
42-003.mp4,"Yeah, sick.",That's good.,"00:02:15,439 --> 00:02:19,439"
42-004.mp4,That's good.,I like it.,"00:02:18,439 --> 00:02:20,439"
42-005.mp4,I like it.,"Yeah, that's good.","00:02:19,439 --> 00:02:21,439"
42-006.mp4,"Yeah, that's good.",That's pretty funny.,"00:02:20,439 --> 00:02:22,439"
42-007.mp4,Because he used the hot R.,Nice.,"00:04:28,120 --> 00:04:31,120"
42-008.mp4,Because he used the hot R.,Nice.,"00:04:28,120 --> 00:04:31,120"
42-009.mp4,What just snakes call it when they do 69 what 11?,That's pretty good. That's pretty good,"00:06:16,159 --> 00:06:24,120"
42-010.mp4,What just snakes call it when they do 69 what 11?,That's pretty good. That's pretty good,"00:06:16,159 --> 00:06:24,120"
42-011.mp4,Why don't they teach drivers ed and sex education on the same day in the Middle East?,Why? Because it wears out the camel,"00:06:28,399 --> 00:06:36,239"
42-012.mp4,What do you call a bug that lets you fuck its wife a,Cockaroch,"00:07:53,160 --> 00:08:00,280"
42-013.mp4,Cockaroch,That's good that's good,"00:07:58,280 --> 00:08:04,879"
42-014.mp4,What do you call a party with a hundred dwarves? What a little get together,"I like it. I heard about a tattoo place that was giving out free tattoos to women who would flash their boobs. Is that why you have all your tattoos? Yeah, it was that tattoo for tattoo special","00:08:18,639 --> 00:08:42,440"
42-015.mp4,What's the difference between white owls and black owls?,"White owls go, whoo-toot! And black owls go, what up dog?","00:09:31,440 --> 00:09:41,440"
42-016.mp4,what up dog?,"That can be a man really, that's good.","00:09:39,440 --> 00:09:49,440"
42-017.mp4,What's the difference between white owls and black owls?,"That can be a man really, that's good.","00:09:31,440 --> 00:09:49,440"
42-018.mp4,What?,That's really funny.,"00:11:21,440 --> 00:11:27,440"
42-019.mp4,That was great.,Oh my god.,"00:11:41,440 --> 00:11:55,440"
42-020.mp4,I'm Andy.,Welcome to my screen call.,"00:14:25,440 --> 00:14:29,440"
42-021.mp4,Welcome to my screen call.,Fantastic.,"00:14:27,440 --> 00:14:31,440"
43-001.mp4,See this paper rock?,Yes!,"00:01:34,480 --> 00:01:38,480"
43-002.mp4,Yes!,"Cookie, it was a cookie.","00:01:39,480 --> 00:01:41,480"
43-003.mp4,See this paper rock?,Yes!,"00:01:34,480 --> 00:01:38,480"
43-004.mp4,See this paper rock?,Yes!,"00:01:34,480 --> 00:01:40,480"
43-005.mp4,A nectarine!,What is a vampire's favorite part of sex?,"00:02:13,480 --> 00:02:22,480"
43-006.mp4,A nectarine!,You're funny.,"00:02:13,480 --> 00:02:44,479"
43-007.mp4,What do you call an Asian chihuahua?,A kunichiwawa.,"00:04:31,480 --> 00:04:39,480"
43-008.mp4,"Why did the vampire leave his job at the blood bank, and get a new job at the sperm bank?",Because he was tired of sucking next.,"00:06:41,480 --> 00:06:51,480"
43-009.mp4,He wanted to suck some fucking shit out.,That was so bad.,"00:06:51,480 --> 00:06:55,480"
43-010.mp4,"But I didn't have any brown paint, so I used a piece of shit.",[Laughter],"00:08:28,480 --> 00:08:33,480"
43-011.mp4,It's becoming a sergeant pants.,That's good.,"00:09:11,480 --> 00:09:17,480"
43-012.mp4,What do you call it when a criminal stops an Asian from shitting?,"Yeah, that's really good.","00:09:37,480 --> 00:09:49,480"
43-013.mp4,Because everyone looks like their sister.,Oh my god.,"00:12:27,480 --> 00:12:51,480"
43-014.mp4,"So she goes to Um zip his pants and she goes, is it really true what they say about Asian men?",Oh my god.,"00:13:19,480 --> 00:13:33,480"
43-015.mp4,I tried that at the laugh in zero laughs.,I like it.,"00:13:49,480 --> 00:13:55,480"
43-016.mp4,What happens when a gay person gets tired during the Maddie Grah parade? They have to drink a gay to raid at the gay parade.,You know what?,"00:14:01,480 --> 00:14:15,480"
43-017.mp4,You know what?,I like it.,"00:14:13,480 --> 00:14:17,480"
43-018.mp4,Because he's dead.,That's funny.,"00:15:25,480 --> 00:15:31,480"
43-019.mp4,Because he's dead.,That's funny.,"00:15:25,480 --> 00:15:31,480"
44-001.mp4,"Oh, thanks, guys.","Oh, no.","00:00:21,000 --> 00:00:24,000"
44-002.mp4,Men usually miss them all.,You're laughing.,"00:01:10,000 --> 00:01:28,000"
44-003.mp4,My dog returned home after going for a walk.,Oh.,"00:03:39,000 --> 00:03:42,000"
44-004.mp4,Oh.,It's good.,"00:03:41,000 --> 00:03:45,000"
44-005.mp4,My dog returned home after going for a walk.,Oh.,"00:03:39,000 --> 00:03:42,000"
44-006.mp4,"Well, what's the difference between Iron Man and Iron Woman?","One's a superhero, one's a command.","00:05:44,000 --> 00:05:50,000"
44-007.mp4,"One's a superhero, one's a command.",I really like that one.,"00:05:47,000 --> 00:05:59,000"
44-008.mp4,"One's a superhero, one's a command.",That's great.,"00:05:47,000 --> 00:06:01,000"
44-009.mp4,"It's good one, I really like that one.",I really like that one.,"00:06:10,000 --> 00:06:14,000"
44-010.mp4,I really like that one.,That's great.,"00:05:56,000 --> 00:06:01,000"
44-011.mp4,Because pictures be crazy.,I like them.,"00:07:35,000 --> 00:07:40,000"
44-012.mp4,Because pictures be crazy.,I like them.,"00:07:35,000 --> 00:07:40,000"
44-013.mp4,Why do you never find petafiles and bars?,"Oh, yeah.","00:10:40,000 --> 00:10:44,000"
44-014.mp4,Love you.,I don't think I've ever laughed up much in one of these.,"00:14:09,000 --> 00:14:15,000"
44-015.mp4,"I did the couch, the day from first shot.",Love you.,"00:14:03,000 --> 00:14:11,000"
45-001.mp4,You look beautiful.,Thank you.,"00:00:54,000 --> 00:00:56,000"
45-002.mp4,What do you call a woman who loves small dicks?,"Oh, that's me.","00:01:45,000 --> 00:01:57,000"
45-003.mp4,My girlfriend left me because she caught me in bed with some pasta.,Yes!,"00:04:23,439 --> 00:04:43,439"
45-004.mp4,You're so good.,I've been trying.,"00:04:54,439 --> 00:05:07,439"
45-005.mp4,"I wrote an anti-capitalist pasta sauce book, The Communist Manipesto.",You're so good.,"00:04:43,439 --> 00:05:00,439"
45-006.mp4,The walk.,"Erm, that's funny.","00:06:03,439 --> 00:06:10,439"
45-007.mp4,Lorraine broke up with me.,Because I can see Claire Lee now.,"00:06:58,439 --> 00:07:02,439"
45-008.mp4,"Because every time they're out of corner, they open a store.","Oh, it's like a Indians.","00:10:23,440 --> 00:10:31,440"
45-009.mp4,That is so much fun.,"Oh, my gosh.","00:12:29,440 --> 00:12:45,440"
45-010.mp4,That is so much fun.,It's all good.,"00:12:29,440 --> 00:12:35,440"
45-011.mp4,You were actually very good.,Oh. I love this.,"00:14:05,440 --> 00:14:11,440"
45-012.mp4,You were actually very good.,I feel like you should do the damn.,"00:14:07,440 --> 00:14:13,440"
45-013.mp4,"They both hold stiffs, but ones coming and ones going.","Okay, yeah, yeah, yeah.","00:14:35,440 --> 00:14:41,440"
45-014.mp4,"It's like, well, it's clear skies for the rest of the day.",Whoop-de-doo!,"00:15:17,440 --> 00:15:23,120"
45-015.mp4,I killed the one.,Woo!,"00:17:01,200 --> 00:17:04,200"
45-016.mp4,I killed the one.,Woo!,"00:17:01,200 --> 00:17:04,200"
